100,0
3545,15
6990,50
10434,102
13879,178
17324,278
20769,398
24214,540
27659,705
31103,895
34548,1148
37993,1488
41438,1649
44883,1868
48328,2171
51772,2501
55217,2829
58662,3212
62107,3612
65552,4013
68997,4441
72441,4920
75886,5318
79331,5855
82776,6381
86221,6957
89666,7516
93110,8127
96555,8724
100000,9235
